Gas;Brake;Fuel;Gear;Rpms;SteerAngle;SpeedKmh;Heading;Pitch;Roll;BrakeTemp_front_left;BrakeTemp_front_right;BrakeTemp_rear_left;BrakeTemp_rear_right;TyreTempI_front_left;TyreTempI_front_right;TyreTempI_rear_left;TyreTempI_rear_right;TyreTempM_front_left;TyreTempM_front_right;TyreTempM_rear_left;TyreTempM_rear_right;TyreTempO_front_left;TyreTempO_front_right;TyreTempO_rear_left;TyreTempO_rear_right;isNewLap
1;0;65;5;8430;-0.027962001;190.11522;2.2407455;-0.0028979017;-0.029669112;504.02933;515.4304;277.96985;279.395;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;5;8474;-0.0354035;191.21803;2.2256181;-0.00015993204;-0.03201424;501.42545;512.75903;276.95743;278.3767;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;5;8518;-0.044198003;192.20609;2.2087693;0.0004533843;-0.031091183;498.8246;510.09103;275.94415;277.35764;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;5;8571;-0.048257;193.18951;2.1884885;0.00026869474;-0.033733632;496.2276;507.42694;274.93045;276.3381;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;1;8507;-0.039688002;194.02351;2.1660233;0.0012085951;-0.03579019;493.6357;504.76828;273.9168;275.3186;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7137;-0.02784925;194.44336;2.1443353;0.00033012172;-0.034006096;491.3236;502.39664;273.01108;274.40768;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7323;-0.0241285;195.34642;2.1256456;0.0012029894;-0.036466442;488.23404;499.22772;271.79828;273.1879;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7342;-0.0241285;196.20706;2.1167603;-0.00079015404;-0.028344246;485.92062;496.85498;270.88828;272.2727;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7374;-0.02311375;197.06325;2.1089377;-0.002132997;-0.026754297;483.35437;494.22308;269.87698;271.25558;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7413;-0.018603751;198.01076;2.1000881;-0.00338987;-0.026973555;480.79245;491.59573;268.8655;270.23828;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7441;-0.01804;198.89691;2.091314;-0.00092681975;-0.026140302;478.23523;488.9734;267.85394;269.2209;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7473;-0.01679975;199.8316;2.0836484;-0.00014238089;-0.024005156;475.6826;486.35574;266.84235;268.2035;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7505;-0.0128534995;200.73767;2.0763059;-0.0006281272;-0.020550597;473.13464;483.743;265.8306;267.1859;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7534;-0.009245501;201.57816;2.0718343;-0.0005905539;-0.01923834;470.59152;481.13538;264.81885;266.16837;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7569;-0.00913275;202.53246;2.0688093;-0.0025683804;-0.01735099;468.0532;478.53275;263.80713;265.15085;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7596;-0.00913275;203.36049;2.066017;-0.0023423722;-0.017297596;465.77316;476.195;262.89673;264.23526;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7635;-0.009245501;204.3952;2.0628798;-0.004172343;-0.020984357;462.73956;473.08478;261.68295;263.01453;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7663;-0.009471;205.21693;2.0588071;-0.0034711927;-0.02136705;460.46948;470.7574;260.77295;262.09933;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7696;-0.0115005;206.01657;2.0552409;-0.003645524;-0.024975922;458.20413;468.435;259.86322;261.18445;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7724;-0.01274075;206.92839;2.0503433;-0.004408038;-0.027955191;455.44116;465.6026;258.75162;260.06647;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7758;-0.015559501;207.77596;2.043564;-0.0037190292;-0.028729914;452.93607;463.03458;257.74182;259.05087;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7795;-0.0241285;208.71062;2.0344946;-0.005727449;-0.027314302;450.18726;460.21686;256.63156;257.93427;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7827;-0.025256;209.49806;2.023751;-0.0060659335;-0.028356174;447.944;457.9175;255.72382;257.02136;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7851;-0.02469225;210.275;2.0119946;-0.0073427022;-0.026489332;445.4579;455.36914;254.71594;256.00778;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7882;-0.0241285;211.1137;1.998369;-0.005474119;-0.027262565;442.97867;452.82797;253.70903;254.99512;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7911;-0.02255;211.8699;1.988146;-0.0053082122;-0.029121459;440.5063;450.29398;252.70303;253.9834;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7945;-0.021648;212.69203;1.9789054;-0.005504842;-0.031685315;438.0407;447.76697;251.69789;252.97255;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;7993;-0.02153525;213.50732;1.9700515;-0.0099738315;-0.029005714;435.58163;445.2467;250.69357;251.96251;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8009;-0.018491002;214.26894;1.9580418;-0.01106221;-0.021281047;433.1294;442.7336;249.69019;250.95341;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8087;-0.0065395003;214.97952;1.9445343;0.0017772898;-0.027039766;430.68756;440.23123;248.6892;249.94676;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8053;0.0024805001;215.76637;1.943654;-0.003671518;-0.018678028;428.2497;437.733;247.688;248.93987;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8079;0.0064267498;216.58669;1.9484571;-0.0058824616;-0.015689667;425.81967;435.2429;246.68814;247.93431;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8117;0.01386825;217.35733;1.9546987;-0.0025373132;-0.015276895;423.39783;432.7612;245.68979;246.93031;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8137;0.020858752;218.0635;1.9613856;-0.0051694657;-0.01770541;421.22382;430.53357;244.79202;246.02747;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8170;0.021648;218.84482;1.9720515;-0.006716304;-0.012492738;418.5758;427.82028;243.69652;244.92575;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8194;0.01409375;219.52711;1.982261;-0.005450125;-0.008763382;416.1771;425.36255;242.7022;243.92578;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8215;0.01093675;220.30591;1.9892242;-0.0059780716;-0.010445145;413.78583;422.91245;241.70914;242.9271;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8241;0.01093675;221.0447;1.9935406;-0.0070675407;-0.013505888;411.40228;420.47043;240.71747;241.92982;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;6;8268;0.011275;221.75629;1.9964846;-0.010347223;-0.015244886;409.0264;418.03622;239.72716;240.93388;0;0;0;0;0;0;0;0;0;0;0;0;0
0.70309997;0.3254;65;6;8132;0.0113877505;222.15202;2.000432;-0.012114988;-0.014613859;419.76706;428.69037;243.78242;244.98358;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.8174;65;6;7850;0.011275;218.23402;2.0052974;-0.021840667;-0.013398181;447.93695;456.1597;254.59744;255.79195;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;6;7566;0.008681751;210.77115;2.015479;-0.02518329;-0.013977714;473.31885;480.9765;264.11844;265.30725;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;6;7286;0.00575025;205.0093;2.0237148;-0.025479764;-0.015828984;489.25024;496.97742;270.0825;271.2668;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;6;7025;0.0049610003;199.66525;2.0293725;-0.028627077;-0.015174916;505.56702;512.8443;276.5097;277.68918;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;6;6871;0.0042845;193.12701;2.0348697;-0.029863954;-0.015466978;522.1864;529.95917;282.90445;284.07922;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6806332;1;65;1;8280;0.0029315;187.8794;2.0387256;-0.029283253;-0.016320493;536.6445;544.4452;288.54846;289.69052;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;5;7627;-0.001353;182.37273;2.0408037;-0.029352572;-0.017998107;553.3106;560.95166;295.07217;296.21414;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;5;7370;-0.0043972502;176.43456;2.0395489;-0.03181575;-0.018081076;568.4873;576.0909;300.64438;301.7822;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6994195;1;65;1;8667;-0.0038335;171.30316;2.0367663;-0.032266494;-0.017631324;581.4989;589.1001;306.29532;307.42978;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;8392;-0.002706;165.93755;2.0339584;-0.03293641;-0.018698858;594.94037;602.3581;311.6088;312.73923;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;8115;-0.002706;160.42818;2.0329227;-0.03350954;-0.019296972;607.90356;615.5422;316.65338;317.7799;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;7806;0.00033825;154.22102;2.0321298;-0.033896934;-0.019547476;622.67084;629.67804;321.99146;323.1139;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;7523;0.0032697502;149.30711;2.0325778;-0.0353942;-0.021285404;632.8419;639.5243;326.15356;327.27267;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;7276;0.0046227504;144.22595;2.0345323;-0.036720205;-0.022142269;645.19324;651.3625;330.6307;331.74634;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;7050;0.0051865005;138.33342;2.0379972;-0.03632182;-0.022201572;655.53625;662.7474;334.96378;336.07602;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;4;6752;0.0059757503;133.36612;2.0415525;-0.035812423;-0.021293743;665.1519;672.8559;339.08395;340.19287;0;0;0;0;0;0;0;0;0;0;0;0;0
0.62427425;1;65;1;8315;0.0101475;127.36746;2.045685;-0.034101367;-0.01924564;676.3752;682.7752;343.55905;344.59763;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;7698;0.017138;123.05731;2.0500574;-0.032141954;-0.019839214;684.50525;691.26685;347.04788;348.12622;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;7282;0.0268345;118.29799;2.0568697;-0.033437952;-0.018441081;693.98334;700.621;350.45428;351.52963;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;7134;0.041943002;112.8691;2.0704792;-0.030653667;-0.016924055;702.6895;708.33356;353.94382;355.00977;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;6760;0.05603675;108.00556;2.0905595;-0.030790353;-0.015533652;710.82446;717.37897;357.15378;358.17783;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.992;65;3;6428;0.07046875;102.9173;2.1206052;-0.030333351;-0.01155186;719.27484;724.53687;360.31058;361.07758;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.9047;65;3;6144;0.07993975;98.36081;2.15567;-0.026511898;-0.010095171;725.8563;729.35767;362.6551;363.36002;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.73800004;65;3;5890;0.085915506;94.27678;2.1932642;-0.025706708;-0.010190443;728.97217;732.96405;364.04272;364.70795;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.05550003;65;3;5938;0.0881705;91.09423;2.2406197;-0.023576869;-0.0064955126;721.02;725.2663;361.25555;361.9644;0;0;0;0;0;0;0;0;0;0;0;0;0
0.06350002;0;65;3;5942;0.09211675;90.394844;2.2832959;-0.021217417;-0.0028364542;717.5462;721.83954;360.06088;360.78583;0;0;0;0;0;0;0;0;0;0;0;0;0
0.34915;0;65;3;6039;0.092793256;89.97314;2.3361666;-0.019950323;-0.00079874374;715.0362;719.30817;359.25186;359.97488;0;0;0;0;0;0;0;0;0;0;0;0;0
0.57809997;0;65;3;6049;0.08963625;90.51783;2.377414;-0.019416988;-0.0007240412;713.138;717.3938;358.63776;359.35925;0;0;0;0;0;0;0;0;0;0;0;0;0
0.80079997;0;65;3;6226;0.08602825;91.63428;2.4151325;-0.01887698;0.00032770616;711.00494;715.2429;357.94516;358.66495;0;0;0;0;0;0;0;0;0;0;0;0;0
0.87109995;0;65;3;6402;0.0881705;93.362144;2.4518342;-0.018455133;-0.0006378365;708.8382;713.0581;357.2385;357.95657;0;0;0;0;0;0;0;0;0;0;0;0;0
0.86329997;0;65;3;6495;0.107225254;95.30242;2.4894726;-0.018336812;-0.0006466207;706.641;710.8427;356.51892;357.23526;0;0;0;0;0;0;0;0;0;0;0;0;0
0.86329997;0;65;3;6509;0.13428526;97.21018;2.5331376;-0.020066781;-0.0010884888;704.4235;708.6068;355.79007;356.50473;0;0;0;0;0;0;0;0;0;0;0;0;0
0.91015;0;65;3;6706;0.14758976;98.48821;2.5772495;-0.021514138;-8.721142E-05;702.2016;706.3667;355.0579;355.77084;0;0;0;0;0;0;0;0;0;0;0;0;0
0.98045;0;65;3;6823;0.14533475;99.856804;2.626919;-0.0213279;0.0020177346;699.9644;704.11127;354.31833;355.0295;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7027;0.138006;101.50371;2.680724;-0.020927694;0.0033811594;697.4788;701.6055;353.49365;354.20288;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7183;0.131692;102.93095;2.7245412;-0.022797538;0.0012117776;695.4277;699.5379;352.81085;353.51843;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7292;0.116358005;104.24651;2.780746;-0.01899942;0.0027052052;693.1463;697.2382;352.0496;352.75537;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7263;0.106774256;105.772675;2.8216238;-0.020440167;-0.0006611667;690.83966;694.9132;351.27722;351.98114;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7366;0.088959746;107.11915;2.8677542;-0.014864814;-0.001731816;688.52484;692.5799;350.49985;351.20197;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7398;0.065620504;108.97413;2.9075668;-0.012209992;-0.0038761785;686.18195;690.2185;349.71033;350.41058;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7527;0.04746775;110.685;2.9375868;-0.008647766;-0.0035720114;683.81647;687.83453;348.91055;349.60892;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7717;0.0381095;113.25509;2.9646294;-0.0076213754;-0.007615398;681.17303;685.17065;348.01328;348.70956;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7837;0.03190825;115.43843;2.982405;-0.007136287;-0.007748621;678.98157;682.96204;347.2667;347.9612;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7985;0.025030501;117.62538;2.9974415;-0.0078981845;-0.008675317;676.52124;680.48285;346.42587;347.11847;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;8124;0.018716501;120.040474;3.0104995;-0.008528337;-0.008335752;674.0332;677.9759;345.57275;346.26337;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;8261;0.01589775;122.12219;3.018671;-0.009786777;-0.0064330925;671.7724;675.6979;344.79517;345.48395;0;0;0;0;0;0;0;0;0;0;0;0;0
0.10715002;0.7221;65;3;7440;0.012177;123.33199;3.0271785;-0.015153314;-0.004590658;686.0873;689.37317;350.55002;351.23648;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.8967;65;3;7444;0.009809251;119.28367;3.0322785;-0.025686616;-0.0043253554;695.27936;698.9447;354.1779;354.8549;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.992;65;3;7102;0.009696499;114.145615;3.0384257;-0.028577633;-0.0032332619;706.0278;709.80145;358.1182;358.7895;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.992;65;3;6793;0.009696499;109.155525;3.0448682;-0.029921956;-0.00043992404;714.08984;717.54047;361.32745;361.997;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.9761;65;3;6435;0.0071032504;104.24406;3.050826;-0.030565238;0.00054374343;720.53375;723.8756;364.3217;364.98965;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.9443;65;3;6237;-0.0012402501;99.58951;3.0552154;-0.033475477;0.0040162276;726.6021;730.79346;366.9736;367.57068;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.9126;65;3;5904;-0.01792725;94.437416;3.0543978;-0.029778656;0.0037439782;733.78204;736.50305;369.2381;369.88403;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.8729;65;3;5659;-0.0381095;89.88211;3.049116;-0.027811063;0.0005918533;737.16345;741.4759;371.41672;372.08813;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.7856;65;3;5367;-0.061674252;85.715996;3.0316129;-0.034616277;0.007360767;739.7427;745.47375;372.9038;373.55203;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.7063;65;3;5023;-0.08219475;81.51532;3.001184;-0.024624586;0.0048031798;742.7915;748.3288;373.58517;374.85168;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.3333;65;3;4987;-0.10654876;77.46043;2.9640098;-0.022764035;-0.001638369;741.51184;746.9577;373.41354;374.27884;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.03970003;65;3;4992;-0.123348504;75.85276;2.9186013;-0.021016587;-0.0017312367;737.51337;742.86005;371.9889;372.84076;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;65;3;4911;-0.1486045;75.21467;2.8656723;-0.016660828;-0.006252879;734.9916;740.28253;371.15652;371.9979;0;0;0;0;0;0;0;0;0;0;0;0;0
0.031750023;0;65;3;4875;-0.17194377;74.54132;2.8054528;-0.019216677;-0.006316761;733.1184;738.389;370.56482;371.40463;0;0;0;0;0;0;0;0;0;0;0;0;0
0.09125;0;65;3;4875;-0.19268976;73.98689;2.7381306;-0.018098433;-0.008007313;731.26086;736.51154;369.97745;370.8156;0;0;0;0;0;0;0;0;0;0;0;0;0
0.1825;0;65;3;4851;-0.18479726;73.55758;2.657246;-0.01792177;-0.009138314;729.23096;734.4596;369.33453;370.17096;0;0;0;0;0;0;0;0;0;0;0;0;0
0.32935;0;65;3;4921;-0.17171825;73.49349;2.5879529;-0.014847287;-0.008373799;727.57306;732.78375;368.80835;369.64328;0;0;0;0;0;0;0;0;0;0;0;0;0
0.47215;0;65;3;4965;-0.15548225;73.87499;2.5212302;-0.016271126;-0.009477769;725.7213;730.9122;368.21878;369.05203;0;0;0;0;0;0;0;0;0;0;0;0;0
0.49995;0;65;3;5042;-0.115907;74.49178;2.4595723;-0.019289376;-0.0098569235;723.8604;729.0314;367.6244;368.45602;0;0;0;0;0;0;0;0;0;0;0;0;0
0.53125;0;65;3;5055;-0.09256775;75.20302;2.4094079;-0.0152231725;-0.006977259;721.9917;727.14276;367.02557;367.85556;0;0;0;0;0;0;0;0;0;0;0;0;0
0.60545;0;65;3;5123;-0.078925006;76.283875;2.3717897;-0.01879013;-0.0029752846;720.1035;725.23456;366.41818;367.24643;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6328;0;65;3;5278;-0.07881225;77.49305;2.337317;-0.017589644;-0.002087155;718.19867;723.3097;365.80307;366.62967;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6328;0;65;3;5275;-0.0917785;78.7639;2.3070252;-0.015645476;-0.004932248;716.2733;721.3643;365.17896;366.00378;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6328;0;65;3;5304;-0.1377805;80.14158;2.2673733;-0.015534394;-0.0029845347;714.3338;719.4046;364.54807;365.37112;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6328;0;65;3;5535;-0.18558651;81.09921;2.2187605;-0.01667029;-0.004795779;712.389;717.43976;363.91367;364.73502;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6328;0;65;3;5618;-0.2103915;82.03862;2.1592216;-0.01630537;-0.007169015;710.4337;715.4644;363.27386;364.09338;0;0;0;0;0;0;0;0;0;0;0;0;0
0.65235;0;65;3;5630;-0.187616;82.93812;2.0956137;-0.015706148;-0.007732797;708.47253;713.48334;362.63034;363.4481;0;0;0;0;0;0;0;0;0;0;0;0;0
0.70309997;0;65;3;5750;-0.166419;83.57905;2.0388598;-0.0156944;-0.0027074523;706.5125;711.5035;361.98566;362.80173;0;0;0;0;0;0;0;0;0;0;0;0;0
0.91015;0;65;3;5772;-0.16247275;84.50511;1.97454;-0.014351339;-0.00090923056;704.54004;709.51117;361.3349;362.14923;0;0;0;0;0;0;0;0;0;0;0;0;0
0.97265;0;65;3;5601;-0.1616835;85.655365;1.9250082;-0.016916739;-0.0059206546;702.74414;707.6972;360.74014;361.55283;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;5923;-0.1517615;86.68723;1.8593991;-0.0139534315;-0.008367109;700.3536;705.28284;359.94672;360.7572;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;5958;-0.13935901;88.010925;1.8097578;-0.010727349;-0.007691586;698.5353;703.44653;359.3407;360.14954;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6079;-0.12661825;89.46779;1.7732265;-0.020349389;-0.0072115464;696.4926;701.38385;358.65747;359.46454;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6377;-0.10812725;90.66144;1.7177253;-0.018793687;-0.0054001403;694.449;699.32;357.9723;358.77747;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6499;-0.09482276;91.422356;1.6726553;-0.017831367;-0.0049418365;692.39984;697.2509;357.28354;358.08682;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6317;-0.08490075;93.298454;1.6229126;-0.017439915;-0.004122383;690.10516;694.93396;356.50873;357.30994;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6438;-0.07993975;94.96303;1.5856323;-0.013886824;-0.0041771643;688.2083;693.01886;355.86615;356.6656;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6593;-0.07362575;96.86669;1.5514318;-0.013864618;-0.0006277249;686.0711;690.8612;355.13943;355.93698;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6849;-0.0728365;99.04962;1.5166787;-0.015909445;-0.00216376;683.9061;688.6757;354.4006;355.19614;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;6844;-0.06189975;100.92343;1.4800882;-0.015302675;0.0001454683;681.7154;686.4643;353.65036;354.44382;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7126;-0.038447753;103.09752;1.4486116;-0.016417764;0.0019289965;679.49976;684.22784;352.88898;353.68033;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7168;-0.019505752;105.63735;1.4259833;-0.009393683;0.003738479;677.2412;681.94824;352.10962;352.8989;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7374;-0.00823075;108.23952;1.4162612;-0.011132261;0.007823341;674.72144;679.4053;351.2369;352.02383;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7489;-0.0049610003;110.58869;1.412021;-0.0077991104;0.0079549365;672.6311;677.2957;350.51035;351.29535;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;65;3;7646;-0.0020295;112.75668;1.4096639;-0.007766573;0.009282382;670.5164;675.16187;349.77304;350.55618;0;0;0;0;0;0;0;0;0;0;0;0;0
0.89845;0.4127;65;3;7720;0;114.983475;1.4087291;-0.007862439;0.008441711;676.3733;680.9211;352.23914;353.01968;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.865;65;3;6993;0.005412;112.666756;1.4095002;-0.012582647;0.0052544787;689.1433;693.324;356.92902;357.70767;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.984;65;3;6699;0.0178145;107.53796;1.4149414;-0.015019948;0.0065147732;699.4037;703.94794;360.87155;361.6482;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;6408;0.02762375;101.986435;1.424792;-0.010700511;0.0059502022;706.40967;710.6095;364.05737;364.8322;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;65;3;6119;0.034952503;97.59463;1.4367584;-0.011212238;0.00433216;712.7208;717.0956;366.63022;367.40344;0;0;0;0;0;0;0;0;0;0;0;0;0
0.3333333;1;65;1;5716;0.04476175;92.656296;1.4552647;-0.01651121;0.0015897388;721.9903;725.2457;369.84946;370.516;0;0;0;0;0;0;0;0;0;0;0;0;0
0.057416677;0.9999;65;2;7651;0.05242875;88.608734;1.4745111;-0.017375503;0.006101165;727.5181;731.13196;372.50717;372.69736;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.9682;65;2;7277;0.061561503;84.17098;1.4929541;-0.01845017;0.007191108;732.7993;735.0283;374.48868;375.0508;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.8809;65;2;6780;0.075768;79.433395;1.5217861;-0.016612753;0.0067973128;737.8688;739.311;376.26993;376.75104;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.7618;65;2;6549;0.092906006;75.37082;1.5509995;-0.01946815;0.008378261;740.6068;742.36993;377.48395;377.89938;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.6031;65;2;6242;0.11072051;71.20721;1.5922959;-0.015211446;0.0071564596;741.8513;743.56433;378.14648;378.5632;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.30160004;65;2;6059;0.125829;68.17783;1.6310123;-0.01481534;0.011320593;739.98364;741.7971;377.58417;377.96432;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0397;0;65;2;6032;0.13789326;66.73616;1.6816013;-0.010804223;0.010579972;735.3537;737.40265;375.96115;376.3825;0;0;0;0;0;0;0;0;0;0;0;0;0
0.12695;0;65;2;5997;0.15074676;66.19358;1.7339017;-0.009961869;0.012363522;733.634;735.6754;375.41776;375.83838;0;0;0;0;0;0;0;0;0;0;0;0;0
0.2103;0;65;2;6011;0.16450225;65.9818;1.7888678;-0.0089548575;0.0140519375;731.9176;733.9514;374.8742;375.29413;0;0;0;0;0;0;0;0;0;0;0;0;0
0.31745;0;65;2;6042;0.19066027;66.06777;1.858343;-0.0138077615;0.0152293425;730.02844;732.0542;374.27438;374.69357;0;0;0;0;0;0;0;0;0;0;0;0;0
0.3452;0;65;2;6107;0.212872;66.27601;1.9255823;-0.006795482;0.013902101;728.48303;730.50214;373.78256;374.201;0;0;0;0;0;0;0;0;0;0;0;0;0
0.4047;0;65;2;6161;0.23914276;66.69249;1.9886988;-0.006293284;0.018984426;726.75836;728.7702;373.23203;373.6497;0;0;0;0;0;0;0;0;0;0;0;0;0
0.60545;0;65;2;6395;0.244442;67.288315;2.0664177;-0.0040961807;0.014255741;725.0287;727.03326;372.6783;373.09515;0;0;0;0;0;0;0;0;0;0;0;0;0
0.79684997;0;65;2;6486;0.24410376;68.1396;2.1313624;-0.0025206439;0.014327221;723.2807;725.278;372.11633;372.53247;0;0;0;0;0;0;0;0;0;0;0;0;0
0.80079997;0;65;2;6628;0.24410376;69.044556;2.2113538;0.0005086384;0.013463014;721.34753;723.3367;371.49268;371.90796;0;0;0;0;0;0;0;0;0;0;0;0;0
0.80079997;0;65;2;6504;0.24410376;69.92496;2.2759929;0.0019593304;0.012720158;719.75446;721.73706;370.977;371.39163;0;0;0;0;0;0;0;0;0;0;0;0;0
